DESCRIPCION,CODIGO SAP,NOMBRE ITEM SAP,LINEA,VENTAS NETAS UNIDADES,VENTAS NETAS KILOS,VENTAS NETAS PESOS
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,10,191,2242328
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1210671
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,9,335,2667000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,14,262,1994621
TANQUE TOPTEC 500 L           ,T1005028450,TANQUE TOPTEC 500 L,TANQUES,1,11,82657
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,1,3,31039
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,129938
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,94163
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,220894
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,25,1248,12562500
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,13,55,642758
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,13,25,239925
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,13,88,939488
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,13,213,1617252
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,13,38,253964
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,49,406,3264300
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,10,44,514206
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,10,20,191940
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,10,70,751590
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,10,170,1293802
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,10,30,203171
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,18,193,1617000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,167400
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,18,334,2748900
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1183875
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,13,104,857925
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,693000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,569559
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,742950
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,125,2383,19350293
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,14,527,3929063
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,10,83,627750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,552234
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,1,3,31039
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2310000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,392700
